GPU_MEMORY,GPU_NAME,OPENCV_VER,SCRIPT_VER,SYS_MEMORY,SYS_PLATFORM,TF_CPU_TIME,TF_GPU_TIME,TF_VER,TH_CPU_TIME,TH_GPU_TIME,TH_VER
7.666473388671875,NVIDIA Tegra X2,4.1.1,1.0.2,7.666473388671875,Linux,1.4801439046859741,0.9036127328872681,2.4.0,7.560941100120544,0.05569624900817871,1.8.0
