SCRIPT_VER,SYS_MEMORY,SYS_PLATFORM,GPU_NAME,GPU_MEMORY,OPENCV_VER,TH_VER,TF_VER,TH_GPU_TIME,TH_CPU_TIME,TF_GPU_TIME,TF_CPU_TIME
1.0.2,16.0,Darwin,N/A,N/A,3.4.2,1.7.1,2.0.0,N/A,0.17360615730285645,N/A,1.081876516342163
