GPU_MEMORY,GPU_NAME,OPENCV_VER,SCRIPT_VER,SYS_MEMORY,SYS_PLATFORM,TF_CPU_TIME,TF_GPU_TIME,TF_VER,TH_CPU_TIME,TH_GPU_TIME,TH_VER,TV_VER
7.666473388671875,NVIDIA Tegra X2,4.1.1,1.0.2,7.666473388671875,Linux,4.366501887639363,0.8804523944854736,2.4.0,5.411046663920085,0.3645322322845459,1.8.0,0.10.0a0+5fe1449
