SCRIPT_VER,SYS_MEMORY,SYS_PLATFORM,GPU_NAME,GPU_MEMORY,OPENCV_VER,TH_VER,TV_VER,TF_VER,TH_GPU_TIME,TH_CPU_TIME,TF_GPU_TIME,TF_CPU_TIME
1.0.2,31.307323455810547,Linux,GeForce GTX 1080 Ti,10.9134521484375,4.5.1,1.7.1,0.8.2,2.3.0,0.05296516418457031,0.09783101081848145,0.13602471351623535,0.726912260055542
