SCRIPT_VER,SYS_MEMORY,SYS_PLATFORM,GPU_NAME,GPU_MEMORY,OPENCV_VER,TH_VER,TF_VER,TH_GPU_TIME,TH_CPU_TIME,TF_GPU_TIME,TF_CPU_TIME
1.0.2,31.307323455810547,Linux,GeForce GTX 1080 Ti,10.9134521484375,4.5.1,1.7.1,2.3.0,0.06547188758850098,0.10005354881286621,0.11715435981750488,0.7063643932342529
